,timestamp,travelling_proportion,tempC,precipMM,station_count,count_commercial,count_retail,cover_commercial,cover_retail,distance_to_recreation_ground,distance_to_park,distance_to_retail,distance_to_commercial,cycleway_connectivity,tertiary_connectivity,secondary_connectivity,tourist_attractions,demand,node_id
19,08/02/2021 05:30,0.226232532,-3.0,0.05,0,0,1,0.0,0.00013568600000000002,604.6,0.0,0.0,433.95,0,0,0,0,0,19
20,08/02/2021 05:30,0.226232532,-3.0,0.05,2,2,0,0.001873919,0.0,0.0,0.0,604.6,0.0,0,0,0,0,0,20
21,08/02/2021 05:30,0.226232532,-3.0,0.05,2,0,0,0.0,0.0,574.36,574.36,0.0,0.0,0,3,0,0,0,21
22,08/02/2021 05:30,0.226232532,-3.0,0.05,4,3,0,0.012432364,0.0,840.92,840.92,267.13,0.0,6,18,0,0,0,22
23,08/02/2021 05:30,0.226232532,-3.0,0.05,0,0,0,0.0,0.0,953.26,861.7,535.02,295.82,2,0,0,0,0,23
24,08/02/2021 05:30,0.226232532,-3.0,0.05,3,2,0,0.007892167,0.0,1216.09,947.98,373.81,0.0,2,10,0,0,0,24
25,08/02/2021 05:30,0.226232532,-3.0,0.05,0,0,0,0.0,0.0,975.53,302.54,588.2,239.67,0,4,0,0,0,25
26,08/02/2021 05:30,0.226232532,-3.0,0.05,0,0,0,0.0,0.0,908.26,391.07,587.54,383.63,8,13,0,0,0,26
27,08/02/2021 05:30,0.226232532,-3.0,0.05,0,0,0,0.0,0.0,904.62,269.88,823.04,295.6,6,20,0,0,0,27
28,08/02/2021 05:30,0.226232532,-3.0,0.05,0,0,0,0.0,0.0,875.86,335.07,886.51,398.47,6,18,0,0,0,28
29,08/02/2021 05:30,0.226232532,-3.0,0.05,0,0,0,0.0,0.0,212.76,0.0,212.76,212.76,0,16,0,0,0,29
30,08/02/2021 05:30,0.226232532,-3.0,0.05,3,1,0,0.016837293,0.0,873.83,299.01,166.66,0.0,17,0,0,0,0,30
31,08/02/2021 05:30,0.226232532,-3.0,0.05,1,1,0,0.0015858860000000001,0.0,707.19,432.63,0.0,0.0,21,8,0,0,0,31
32,08/02/2021 05:30,0.226232532,-3.0,0.05,3,1,0,0.018703769,0.0,907.19,264.05,200.73,0.0,13,0,0,0,0,32
33,08/02/2021 05:30,0.226232532,-3.0,0.05,3,2,0,0.013719051999999999,0.0,770.64,365.01,68.32,0.0,21,8,0,0,0,33
34,08/02/2021 05:30,0.226232532,-3.0,0.05,0,1,0,0.001236866,0.0,0.0,0.0,0.0,0.0,0,12,0,0,1,34
35,08/02/2021 05:30,0.226232532,-3.0,0.05,4,1,0,0.019535543,0.0,864.07,244.03,306.81,0.0,10,0,0,0,0,35
36,08/02/2021 05:30,0.226232532,-3.0,0.05,1,0,0,0.0,0.0,703.82,0.0,555.78,264.05,0,32,0,0,0,36
37,08/02/2021 05:30,0.226232532,-3.0,0.05,4,0,0,0.0,0.0,772.81,336.63,178.99,178.99,12,16,0,0,0,37
38,08/02/2021 05:30,0.226232532,-3.0,0.05,4,0,0,0.0,0.0,785.35,328.85,166.23,166.23,12,14,0,0,0,38
39,08/02/2021 05:30,0.226232532,-3.0,0.05,5,0,0,0.0,0.0,658.59,90.72,465.1,300.27,0,36,0,0,0,39
40,08/02/2021 05:30,0.226232532,-3.0,0.05,4,0,0,0.0,0.0,673.38,241.86,326.9,326.9,0,30,0,0,0,40
41,08/02/2021 05:30,0.226232532,-3.0,0.05,0,1,1,0.0027674609999999997,0.002256675,763.69,439.55,0.0,0.0,0,11,0,0,0,41
42,08/02/2021 05:30,0.226232532,-3.0,0.05,0,2,0,0.009678273000000001,0.0,764.56,764.56,118.73,0.0,0,15,0,0,0,42
43,08/02/2021 05:30,0.226232532,-3.0,0.05,2,0,0,0.0,0.0,0.0,740.68,293.05,151.27,0,12,0,0,0,43
44,08/02/2021 05:30,0.226232532,-3.0,0.05,4,2,1,0.0018247139999999998,0.001791773,629.39,555.78,0.0,0.0,4,32,0,0,0,44
45,08/02/2021 05:30,0.226232532,-3.0,0.05,0,1,1,0.001531772,0.00027157,0.0,703.82,0.0,0.0,0,14,0,0,0,45
46,08/02/2021 05:30,0.226232532,-3.0,0.05,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0,0,46
47,08/02/2021 05:30,0.226232532,-3.0,0.05,0,1,0,0.000687652,0.0,821.98,350.25,350.25,0.0,0,18,0,0,0,47
48,08/02/2021 05:30,0.226232532,-3.0,0.05,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0,0,0,48
49,08/02/2021 05:30,0.226232532,-3.0,0.05,1,0,0,0.0,0.0,1057.42,167.78,761.79,476.04,0,0,0,0,0,49
50,08/02/2021 05:30,0.226232532,-3.0,0.05,0,0,0,0.0,0.0,0.0,0.0,0.0,618.21,0,0,0,0,0,50
51,08/02/2021 09:30,0.1619545,-1.0,0.0,1,0,0,0.0,0.0,1001.84,0.0,221.87,0.0,0,0,0,0,0,0
52,08/02/2021 09:30,0.1619545,-1.0,0.0,1,0,0,0.0,0.0,820.16,221.87,0.0,0.0,0,0,0,0,0,1
53,08/02/2021 09:30,0.1619545,-1.0,0.0,2,1,0,0.001408421,0.0,0.0,0.0,505.2,0.0,0,0,0,0,0,2
54,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,0,0.0,0.0,715.23,0.0,0.0,1722.33,0,0,0,0,0,3
55,08/02/2021 09:30,0.1619545,-1.0,0.0,2,0,1,0.0,0.007797796,0.0,505.2,0.0,0.0,0,0,0,0,0,4
56,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,0,0.0,0.0,800.31,800.31,0.0,605.03,0,0,0,0,0,5
57,08/02/2021 09:30,0.1619545,-1.0,0.0,2,0,0,0.0,0.0,153.09,654.88,143.23,153.09,0,0,0,0,0,6
58,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,0,0.0,0.0,724.72,902.97,289.52,487.08,0,0,0,0,0,7
59,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,1,0.0,0.003947625,292.73,783.74,0.0,0.0,0,0,0,0,0,8
60,08/02/2021 09:30,0.1619545,-1.0,0.0,1,0,1,0.0,0.001463914,499.25,1257.72,0.0,218.94,0,0,0,0,0,9
61,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1155.63,0,0,0,0,0,10
62,08/02/2021 09:30,0.1619545,-1.0,0.0,2,1,0,0.000588429,0.0,480.96,937.93,411.98,0.0,0,0,0,0,0,11
63,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,1,0.0,9.22e-05,631.25,0.0,0.0,1601.1,0,0,0,0,0,12
64,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,0,0.0,0.0,692.8,1007.75,300.49,402.02,0,0,0,0,0,13
65,08/02/2021 09:30,0.1619545,-1.0,0.0,1,0,0,0.0,0.0,1149.63,0.0,518.38,1834.63,0,0,0,0,0,14
66,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,0,0.0,0.0,549.06,891.11,443.91,0.0,0,0,0,0,0,15
67,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,1,0.0,0.000715096,1669.77,0.0,0.0,1669.77,0,0,0,0,0,16
68,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,0,0.0,0.0,0.0,560.76,992.16,549.06,0,0,0,0,0,17
69,08/02/2021 09:30,0.1619545,-1.0,0.0,0,2,0,0.001595095,0.0,180.58,180.58,433.95,0.0,0,0,0,0,0,18
70,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,1,0.0,0.00013568600000000002,604.6,0.0,0.0,433.95,0,0,0,0,0,19
71,08/02/2021 09:30,0.1619545,-1.0,0.0,2,2,0,0.001873919,0.0,0.0,0.0,604.6,0.0,0,0,0,0,0,20
72,08/02/2021 09:30,0.1619545,-1.0,0.0,2,0,0,0.0,0.0,574.36,574.36,0.0,0.0,0,3,0,0,0,21
73,08/02/2021 09:30,0.1619545,-1.0,0.0,4,3,0,0.012432364,0.0,840.92,840.92,267.13,0.0,6,18,0,0,0,22
74,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,0,0.0,0.0,953.26,861.7,535.02,295.82,2,0,0,0,0,23
75,08/02/2021 09:30,0.1619545,-1.0,0.0,3,2,0,0.007892167,0.0,1216.09,947.98,373.81,0.0,2,10,0,0,0,24
76,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,0,0.0,0.0,975.53,302.54,588.2,239.67,0,4,0,0,0,25
77,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,0,0.0,0.0,908.26,391.07,587.54,383.63,8,13,0,0,0,26
78,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,0,0.0,0.0,904.62,269.88,823.04,295.6,6,20,0,0,0,27
79,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,0,0.0,0.0,875.86,335.07,886.51,398.47,6,18,0,0,0,28
80,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,0,0.0,0.0,212.76,0.0,212.76,212.76,0,16,0,0,0,29
81,08/02/2021 09:30,0.1619545,-1.0,0.0,3,1,0,0.016837293,0.0,873.83,299.01,166.66,0.0,17,0,0,0,0,30
82,08/02/2021 09:30,0.1619545,-1.0,0.0,1,1,0,0.0015858860000000001,0.0,707.19,432.63,0.0,0.0,21,8,0,0,0,31
83,08/02/2021 09:30,0.1619545,-1.0,0.0,3,1,0,0.018703769,0.0,907.19,264.05,200.73,0.0,13,0,0,0,0,32
84,08/02/2021 09:30,0.1619545,-1.0,0.0,3,2,0,0.013719051999999999,0.0,770.64,365.01,68.32,0.0,21,8,0,0,0,33
85,08/02/2021 09:30,0.1619545,-1.0,0.0,0,1,0,0.001236866,0.0,0.0,0.0,0.0,0.0,0,12,0,0,0,34
86,08/02/2021 09:30,0.1619545,-1.0,0.0,4,1,0,0.019535543,0.0,864.07,244.03,306.81,0.0,10,0,0,0,0,35
87,08/02/2021 09:30,0.1619545,-1.0,0.0,1,0,0,0.0,0.0,703.82,0.0,555.78,264.05,0,32,0,0,0,36
88,08/02/2021 09:30,0.1619545,-1.0,0.0,4,0,0,0.0,0.0,772.81,336.63,178.99,178.99,12,16,0,0,0,37
89,08/02/2021 09:30,0.1619545,-1.0,0.0,4,0,0,0.0,0.0,785.35,328.85,166.23,166.23,12,14,0,0,0,38
90,08/02/2021 09:30,0.1619545,-1.0,0.0,5,0,0,0.0,0.0,658.59,90.72,465.1,300.27,0,36,0,0,0,39
91,08/02/2021 09:30,0.1619545,-1.0,0.0,4,0,0,0.0,0.0,673.38,241.86,326.9,326.9,0,30,0,0,0,40
92,08/02/2021 09:30,0.1619545,-1.0,0.0,0,1,1,0.0027674609999999997,0.002256675,763.69,439.55,0.0,0.0,0,11,0,0,0,41
93,08/02/2021 09:30,0.1619545,-1.0,0.0,0,2,0,0.009678273000000001,0.0,764.56,764.56,118.73,0.0,0,15,0,0,0,42
94,08/02/2021 09:30,0.1619545,-1.0,0.0,2,0,0,0.0,0.0,0.0,740.68,293.05,151.27,0,12,0,0,1,43
95,08/02/2021 09:30,0.1619545,-1.0,0.0,4,2,1,0.0018247139999999998,0.001791773,629.39,555.78,0.0,0.0,4,32,0,0,0,44
96,08/02/2021 09:30,0.1619545,-1.0,0.0,0,1,1,0.001531772,0.00027157,0.0,703.82,0.0,0.0,0,14,0,0,0,45
97,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0,0,46
98,08/02/2021 09:30,0.1619545,-1.0,0.0,0,1,0,0.000687652,0.0,821.98,350.25,350.25,0.0,0,18,0,0,1,47
99,08/02/2021 09:30,0.1619545,-1.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0,0,0,48
100,08/02/2021 09:30,0.1619545,-1.0,0.0,1,0,0,0.0,0.0,1057.42,167.78,761.79,476.04,0,0,0,0,0,49
101,08/02/2021 09:30,0.1619545,-1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,618.21,0,0,0,0,0,50
102,08/02/2021 13:30,0.174489129,-1.0,0.2,1,0,0,0.0,0.0,1001.84,0.0,221.87,0.0,0,0,0,0,1,0
103,08/02/2021 13:30,0.174489129,-1.0,0.2,1,0,0,0.0,0.0,820.16,221.87,0.0,0.0,0,0,0,0,3,1
104,08/02/2021 13:30,0.174489129,-1.0,0.2,2,1,0,0.001408421,0.0,0.0,0.0,505.2,0.0,0,0,0,0,2,2
105,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,0,0.0,0.0,715.23,0.0,0.0,1722.33,0,0,0,0,1,3
106,08/02/2021 13:30,0.174489129,-1.0,0.2,2,0,1,0.0,0.007797796,0.0,505.2,0.0,0.0,0,0,0,0,0,4
107,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,0,0.0,0.0,800.31,800.31,0.0,605.03,0,0,0,0,1,5
108,08/02/2021 13:30,0.174489129,-1.0,0.2,2,0,0,0.0,0.0,153.09,654.88,143.23,153.09,0,0,0,0,0,6
109,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,0,0.0,0.0,724.72,902.97,289.52,487.08,0,0,0,0,0,7
110,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,1,0.0,0.003947625,292.73,783.74,0.0,0.0,0,0,0,0,2,8
111,08/02/2021 13:30,0.174489129,-1.0,0.2,1,0,1,0.0,0.001463914,499.25,1257.72,0.0,218.94,0,0,0,0,0,9
112,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,1155.63,0,0,0,0,0,10
113,08/02/2021 13:30,0.174489129,-1.0,0.2,2,1,0,0.000588429,0.0,480.96,937.93,411.98,0.0,0,0,0,0,1,11
114,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,1,0.0,9.22e-05,631.25,0.0,0.0,1601.1,0,0,0,0,0,12
115,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,0,0.0,0.0,692.8,1007.75,300.49,402.02,0,0,0,0,0,13
116,08/02/2021 13:30,0.174489129,-1.0,0.2,1,0,0,0.0,0.0,1149.63,0.0,518.38,1834.63,0,0,0,0,0,14
117,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,0,0.0,0.0,549.06,891.11,443.91,0.0,0,0,0,0,0,15
118,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,1,0.0,0.000715096,1669.77,0.0,0.0,1669.77,0,0,0,0,0,16
119,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,0,0.0,0.0,0.0,560.76,992.16,549.06,0,0,0,0,2,17
120,08/02/2021 13:30,0.174489129,-1.0,0.2,0,2,0,0.001595095,0.0,180.58,180.58,433.95,0.0,0,0,0,0,0,18
121,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,1,0.0,0.00013568600000000002,604.6,0.0,0.0,433.95,0,0,0,0,0,19
122,08/02/2021 13:30,0.174489129,-1.0,0.2,2,2,0,0.001873919,0.0,0.0,0.0,604.6,0.0,0,0,0,0,0,20
123,08/02/2021 13:30,0.174489129,-1.0,0.2,2,0,0,0.0,0.0,574.36,574.36,0.0,0.0,0,3,0,0,0,21
124,08/02/2021 13:30,0.174489129,-1.0,0.2,4,3,0,0.012432364,0.0,840.92,840.92,267.13,0.0,6,18,0,0,0,22
125,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,0,0.0,0.0,953.26,861.7,535.02,295.82,2,0,0,0,0,23
126,08/02/2021 13:30,0.174489129,-1.0,0.2,3,2,0,0.007892167,0.0,1216.09,947.98,373.81,0.0,2,10,0,0,2,24
127,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,0,0.0,0.0,975.53,302.54,588.2,239.67,0,4,0,0,3,25
128,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,0,0.0,0.0,908.26,391.07,587.54,383.63,8,13,0,0,0,26
129,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,0,0.0,0.0,904.62,269.88,823.04,295.6,6,20,0,0,0,27
130,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,0,0.0,0.0,875.86,335.07,886.51,398.47,6,18,0,0,0,28
131,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,0,0.0,0.0,212.76,0.0,212.76,212.76,0,16,0,0,0,29
132,08/02/2021 13:30,0.174489129,-1.0,0.2,3,1,0,0.016837293,0.0,873.83,299.01,166.66,0.0,17,0,0,0,0,30
133,08/02/2021 13:30,0.174489129,-1.0,0.2,1,1,0,0.0015858860000000001,0.0,707.19,432.63,0.0,0.0,21,8,0,0,0,31
134,08/02/2021 13:30,0.174489129,-1.0,0.2,3,1,0,0.018703769,0.0,907.19,264.05,200.73,0.0,13,0,0,0,0,32
135,08/02/2021 13:30,0.174489129,-1.0,0.2,3,2,0,0.013719051999999999,0.0,770.64,365.01,68.32,0.0,21,8,0,0,0,33
136,08/02/2021 13:30,0.174489129,-1.0,0.2,0,1,0,0.001236866,0.0,0.0,0.0,0.0,0.0,0,12,0,0,1,34
137,08/02/2021 13:30,0.174489129,-1.0,0.2,4,1,0,0.019535543,0.0,864.07,244.03,306.81,0.0,10,0,0,0,1,35
138,08/02/2021 13:30,0.174489129,-1.0,0.2,1,0,0,0.0,0.0,703.82,0.0,555.78,264.05,0,32,0,0,0,36
139,08/02/2021 13:30,0.174489129,-1.0,0.2,4,0,0,0.0,0.0,772.81,336.63,178.99,178.99,12,16,0,0,2,37
140,08/02/2021 13:30,0.174489129,-1.0,0.2,4,0,0,0.0,0.0,785.35,328.85,166.23,166.23,12,14,0,0,1,38
141,08/02/2021 13:30,0.174489129,-1.0,0.2,5,0,0,0.0,0.0,658.59,90.72,465.1,300.27,0,36,0,0,1,39
142,08/02/2021 13:30,0.174489129,-1.0,0.2,4,0,0,0.0,0.0,673.38,241.86,326.9,326.9,0,30,0,0,2,40
143,08/02/2021 13:30,0.174489129,-1.0,0.2,0,1,1,0.0027674609999999997,0.002256675,763.69,439.55,0.0,0.0,0,11,0,0,0,41
144,08/02/2021 13:30,0.174489129,-1.0,0.2,0,2,0,0.009678273000000001,0.0,764.56,764.56,118.73,0.0,0,15,0,0,0,42
145,08/02/2021 13:30,0.174489129,-1.0,0.2,2,0,0,0.0,0.0,0.0,740.68,293.05,151.27,0,12,0,0,0,43
146,08/02/2021 13:30,0.174489129,-1.0,0.2,4,2,1,0.0018247139999999998,0.001791773,629.39,555.78,0.0,0.0,4,32,0,0,1,44
147,08/02/2021 13:30,0.174489129,-1.0,0.2,0,1,1,0.001531772,0.00027157,0.0,703.82,0.0,0.0,0,14,0,0,0,45
148,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0,0,46
149,08/02/2021 13:30,0.174489129,-1.0,0.2,0,1,0,0.000687652,0.0,821.98,350.25,350.25,0.0,0,18,0,0,0,47
150,08/02/2021 13:30,0.174489129,-1.0,0.2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0,0,0,48
151,08/02/2021 13:30,0.174489129,-1.0,0.2,1,0,0,0.0,0.0,1057.42,167.78,761.79,476.04,0,0,0,0,0,49
152,08/02/2021 13:30,0.174489129,-1.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,618.21,0,0,0,0,0,50
153,08/02/2021 17:30,0.284898759,-3.0,0.05,1,0,0,0.0,0.0,1001.84,0.0,221.87,0.0,0,0,0,0,0,0
154,08/02/2021 17:30,0.284898759,-3.0,0.05,1,0,0,0.0,0.0,820.16,221.87,0.0,0.0,0,0,0,0,0,1
155,08/02/2021 17:30,0.284898759,-3.0,0.05,2,1,0,0.001408421,0.0,0.0,0.0,505.2,0.0,0,0,0,0,0,2
156,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,0,0.0,0.0,715.23,0.0,0.0,1722.33,0,0,0,0,0,3
157,08/02/2021 17:30,0.284898759,-3.0,0.05,2,0,1,0.0,0.007797796,0.0,505.2,0.0,0.0,0,0,0,0,0,4
158,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,0,0.0,0.0,800.31,800.31,0.0,605.03,0,0,0,0,0,5
159,08/02/2021 17:30,0.284898759,-3.0,0.05,2,0,0,0.0,0.0,153.09,654.88,143.23,153.09,0,0,0,0,0,6
160,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,0,0.0,0.0,724.72,902.97,289.52,487.08,0,0,0,0,0,7
161,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,1,0.0,0.003947625,292.73,783.74,0.0,0.0,0,0,0,0,0,8
162,08/02/2021 17:30,0.284898759,-3.0,0.05,1,0,1,0.0,0.001463914,499.25,1257.72,0.0,218.94,0,0,0,0,0,9
163,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,0,0.0,0.0,0.0,0.0,0.0,1155.63,0,0,0,0,0,10
164,08/02/2021 17:30,0.284898759,-3.0,0.05,2,1,0,0.000588429,0.0,480.96,937.93,411.98,0.0,0,0,0,0,1,11
165,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,1,0.0,9.22e-05,631.25,0.0,0.0,1601.1,0,0,0,0,0,12
166,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,0,0.0,0.0,692.8,1007.75,300.49,402.02,0,0,0,0,0,13
167,08/02/2021 17:30,0.284898759,-3.0,0.05,1,0,0,0.0,0.0,1149.63,0.0,518.38,1834.63,0,0,0,0,0,14
168,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,0,0.0,0.0,549.06,891.11,443.91,0.0,0,0,0,0,0,15
169,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,1,0.0,0.000715096,1669.77,0.0,0.0,1669.77,0,0,0,0,0,16
170,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,0,0.0,0.0,0.0,560.76,992.16,549.06,0,0,0,0,0,17
171,08/02/2021 17:30,0.284898759,-3.0,0.05,0,2,0,0.001595095,0.0,180.58,180.58,433.95,0.0,0,0,0,0,0,18
172,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,1,0.0,0.00013568600000000002,604.6,0.0,0.0,433.95,0,0,0,0,1,19
173,08/02/2021 17:30,0.284898759,-3.0,0.05,2,2,0,0.001873919,0.0,0.0,0.0,604.6,0.0,0,0,0,0,0,20
174,08/02/2021 17:30,0.284898759,-3.0,0.05,2,0,0,0.0,0.0,574.36,574.36,0.0,0.0,0,3,0,0,3,21
175,08/02/2021 17:30,0.284898759,-3.0,0.05,4,3,0,0.012432364,0.0,840.92,840.92,267.13,0.0,6,18,0,0,0,22
176,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,0,0.0,0.0,953.26,861.7,535.02,295.82,2,0,0,0,0,23
177,08/02/2021 17:30,0.284898759,-3.0,0.05,3,2,0,0.007892167,0.0,1216.09,947.98,373.81,0.0,2,10,0,0,0,24
178,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,0,0.0,0.0,975.53,302.54,588.2,239.67,0,4,0,0,1,25
179,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,0,0.0,0.0,908.26,391.07,587.54,383.63,8,13,0,0,0,26
180,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,0,0.0,0.0,904.62,269.88,823.04,295.6,6,20,0,0,0,27
181,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,0,0.0,0.0,875.86,335.07,886.51,398.47,6,18,0,0,0,28
182,08/02/2021 17:30,0.284898759,-3.0,0.05,0,0,0,0.0,0.0,212.76,0.0,212.76,212.76,0,16,0,0,0,29
183,08/02/2021 17:30,0.284898759,-3.0,0.05,3,1,0,0.016837293,0.0,873.83,299.01,166.66,0.0,17,0,0,0,0,30
184,08/02/2021 17:30,0.284898759,-3.0,0.05,1,1,0,0.0015858860000000001,0.0,707.19,432.63,0.0,0.0,21,8,0,0,0,31
185,08/02/2021 17:30,0.284898759,-3.0,0.05,3,1,0,0.018703769,0.0,907.19,264.05,200.73,0.0,13,0,0,0,0,32
186,08/02/2021 17:30,0.284898759,-3.0,0.05,3,2,0,0.013719051999999999,0.0,770.64,365.01,68.32,0.0,21,8,0,0,0,33
187,08/02/2021 17:30,0.284898759,-3.0,0.05,0,1,0,0.001236866,0.0,0.0,0.0,0.0,0.0,0,12,0,0,0,34
188,08/02/2021 17:30,0.284898759,-3.0,0.05,4,1,0,0.019535543,0.0,864.07,244.03,306.81,0.0,10,0,0,0,0,35
189,08/02/2021 17:30,0.284898759,-3.0,0.05,1,0,0,0.0,0.0,703.82,0.0,555.78,264.05,0,32,0,0,0,36
190,08/02/2021 17:30,0.284898759,-3.0,0.05,4,0,0,0.0,0.0,772.81,336.63,178.99,178.99,12,16,0,0,0,37
